questionID,category,sets,question,A,B,C,D,AnswerKey
Mercury_7245770,Train,easy,Which is an example of primary ecological succession? , plants and animals invading an abandoned crop field , mangroves stabilizing the soils on tropical coasts , minerals spurring rapid plant growth , lichen growth on rocks,D
Mercury_7014280,Train,easy,"The part of the rock cycle that transforms compressed rock formed from sea organism shells into a harder, denser rock is ", igneous rock becoming sedimentary rock. , igneous rock becoming metamorphic rock. , metamorphic rock becoming igneous rock. , sedimentary rock becoming metamorphic rock.,D
CSZ_2009_8_CSZ30768,Train,easy,Which of the following elements is best able to combine with itself and hydrogen [H] to form large molecules? , sodium [Na] , lithium [Li] , sulfur [S] , carbon [C],D
NYSEDREGENTS_2007_4_16,Train,easy,Growing thicker fur in the winter helps some animals to , hide from danger , attract a mate , find food , keep warm,D
Mercury_SC_413301,Train,easy,The water in a pond gets colder one night. Which tool is best to observe its temperature change? , balance , magnifying glass , ruler , thermometer,D
NAEP_2005_8_S11+9,Train,easy,What two gases make up most of the Earth's atmosphere? , Hydrogen and oxygen , Hydrogen and nitrogen , Oxygen and carbon dioxide , Oxygen and nitrogen,D
MEA_2011_8_2,Train,easy,What causes a person to have blue eyes? , eating foods high in protein at a young age , having a brother or sister with blue eyes , being overexposed to the Sun at a young age , receiving a gene for blue eyes from each parent,D
Mercury_7136045,Train,easy,Florida has a large supply of phosphate that ancient seas deposited millions of years ago. The phosphate contains the remains of animals that were deposited in layers on the sea floor. Which type of rock did the phosphate become? , intrusive igneous , extrusive igneous , clastic sedimentary , organic sedimentary,D
NYSEDREGENTS_2006_4_27,Train,easy,Which human activity most often has a harmful effect on the environment? , breathing , growing , planting , polluting,D
Mercury_7094063,Train,easy,Which of these tectonic plate boundaries is most likely to form a volcano? , a continental plate colliding with a continental plate , an oceanic plate sliding past a continental plate , a continental plate sliding past a continental plate , an oceanic plate colliding into a continental plate,D
Mercury_7098105,Train,easy,"Alicia gives her brother a push while he is seated on a swing. She finds that after a few seconds, she needs to push again to keep him going. The reason her brother slows down is because the mechanical energy is converted into ", potential energy that heats the air. , chemical energy that moves the swing. , kinetic energy which makes the swing slow down. , thermal energy that is released into the atmosphere.,D
Mercury_7008733,Train,easy,An atom consists of a nucleus surrounded by , ions. , protons. , neutrons. , electrons.,D
TIMSS_2007_8_pg100,Train,easy,"Colored alcohol is used in some glass thermometers. When placed in air of different temperatures, the column of alcohol rises or falls in the glass thermometer. Which of the following best explains why the height of the alcohol column changes? ", The glass contracts when heated. , The alcohol contracts when heated. , The glass expands more than the alcohol when heated. , The alcohol expands more than the glass when heated.,D
Mercury_7071540,Train,easy,"An organism, such as a nematode worm, may have only 1000 cells. It should be classified as being ", a virus. , a bacteria. , unicellular. , multicellular.,D
Mercury_SC_401802,Train,easy,Which action is the best method to separate a mixture of salt and water? , using a magnet to extract the salt , adding a colored dye to the mixture , pouring the mixture through a filter , boiling the mixture until the water evaporates,D
Mercury_SC_409672,Train,easy,Jessica watches the Sun set in the evening sky. What causes the setting of the Sun? , The distance between Earth and the Sun is increasing. , The tilt of Earth on its axis is constantly changing. , Earth is revolving around the Sun. , Earth is rotating on its axis.,D
Mercury_7189805,Train,easy,"The endangered Florida manatee is a large, aquatic mammal that feeds on sea grasses in brackish water. Due to where they like to feed, manatees are vulnerable to injuries from boat propellers. If speed zones requiring boats to maintain a low speed are placed in areas where manatees are known to congregate, which will most likely occur? ", less water pollution in manatee habitats will occur , manatees will seek alternate food sources , new manatee predators will surface , manatee populations will increase,D
NCEOGA_2013_5_5,Train,easy,Which is an example of a different substance being formed? , glass breaking , metal melting , water freezing , wood burning,D
NAEP_2000_4_S12+2,Train,easy,How hot is it on the surface of the Sun? , Not quite as hot as boiling water , About as hot as fire , About 100°F , Much hotter than almost anything on Earth,D
MCAS_2003_8_6,Train,easy,A scientist combines oxygen and hydrogen to form water. This combination illustrates that water is , an atom. , an element. , a mixture. , a compound.,D
Mercury_7245455,Train,easy,Which of these shows the correct order for the central dogma of molecular biology? , DNA to protein to RNA , RNA to DNA to protein , protein to DNA to RNA , DNA to RNA to protein,D
